0, 0, Header, 1, 2, 96
7, 0, Start_track
7, 0, Title_t, "Dynamic_Classical_Track7_4min_Eminor_90bpm"
7, 0, Tempo, 666667
7, 0, Time_signature, 4, 2, 24, 8
7, 0, Program_c, 5, 91
7, 0, Note_on_c, 5, 52, 95
7, 0, Note_on_c, 5, 55, 95
7, 0, Note_on_c, 5, 59, 95
7, 768, Note_off_c, 5, 52, 0
7, 768, Note_off_c, 5, 55, 0
7, 768, Note_off_c, 5, 59, 0
7, 960, Note_on_c, 5, 55, 90
7, 960, Note_on_c, 5, 59, 90
7, 960, Note_on_c, 5, 62, 90
7, 1536, Note_off_c, 5, 55, 0
7, 1536, Note_off_c, 5, 59, 0
7, 1536, Note_off_c, 5, 62, 0
7, 1728, Note_on_c, 5, 52, 85
7, 1728, Note_on_c, 5, 55, 85
7, 1728, Note_on_c, 5, 59, 85
7, 2304, Note_off_c, 5, 52, 0
7, 2304, Note_off_c, 5, 55, 0
7, 2304, Note_off_c, 5, 59, 0
7, 2304, Note_on_c, 5, 52, 95
7, 2304, Note_on_c, 5, 55, 95
7, 2304, Note_on_c, 5, 59, 95
7, 3072, Note_off_c, 5, 52, 0
7, 3072, Note_off_c, 5, 55, 0
7, 3072, Note_off_c, 5, 59, 0
7, 3264, Note_on_c, 5, 55, 90
7, 3264, Note_on_c, 5, 59, 90
7, 3264, Note_on_c, 5, 62, 90
7, 4032, Note_off_c, 5, 55, 0
7, 4032, Note_off_c, 5, 59, 0
7, 4032, Note_off_c, 5, 62, 0
7, 4224, Note_on_c, 5, 52, 85
7, 4224, Note_on_c, 5, 55, 85
7, 4224, Note_on_c, 5, 59, 85
7, 4608, Note_off_c, 5, 52, 0
7, 4608, Note_off_c, 5, 55, 0
7, 4608, Note_off_c, 5, 59, 0
7, 4608, Note_on_c, 5, 52, 95
7, 4608, Note_on_c, 5, 55, 95
7, 4608, Note_on_c, 5, 59, 95
7, 5376, Note_off_c, 5, 52, 0
7, 5376, Note_off_c, 5, 55, 0
7, 5376, Note_off_c, 5, 59, 0
7, 5568, Note_on_c, 5, 55, 90
7, 5568, Note_on_c, 5, 59, 90
7, 5568, Note_on_c, 5, 62, 90
7, 6144, Note_off_c, 5, 55, 0
7, 6144, Note_off_c, 5, 59, 0
7, 6144, Note_off_c, 5, 62, 0
7, 6336, Note_on_c, 5, 52, 85
7, 6336, Note_on_c, 5, 55, 85
7, 6336, Note_on_c, 5, 59, 85
7, 6912, Note_off_c, 5, 52, 0
7, 6912, Note_off_c, 5, 55, 0
7, 6912, Note_off_c, 5, 59, 0
7, 6912, Note_on_c, 5, 52, 95
7, 6912, Note_on_c, 5, 55, 95
7, 6912, Note_on_c, 5, 59, 95
7, 7680, Note_off_c, 5, 52, 0
7, 7680, Note_off_c, 5, 55, 0
7, 7680, Note_off_c, 5, 59, 0
7, 7872, Note_on_c, 5, 55, 90
7, 7872, Note_on_c, 5, 59, 90
7, 7872, Note_on_c, 5, 62, 90
7, 8448, Note_off_c, 5, 55, 0
7, 8448, Note_off_c, 5, 59, 0
7, 8448, Note_off_c, 5, 62, 0
7, 8640, Note_on_c, 5, 52, 85
7, 8640, Note_on_c, 5, 55, 85
7, 8640, Note_on_c, 5, 59, 85
7, 9216, Note_off_c, 5, 52, 0
7, 9216, Note_off_c, 5, 55, 0
7, 9216, Note_off_c, 5, 59, 0
7, 9216, Note_on_c, 5, 52, 95
7, 9216, Note_on_c, 5, 55, 95
7, 9216, Note_on_c, 5, 59, 95
7, 9984, Note_off_c, 5, 52, 0
7, 9984, Note_off_c, 5, 55, 0
7, 9984, Note_off_c, 5, 59, 0
7, 10176, Note_on_c, 5, 55, 90
7, 10176, Note_on_c, 5, 59, 90
7, 10176, Note_on_c, 5, 62, 90
7, 10752, Note_off_c, 5, 55, 0
7, 10752, Note_off_c, 5, 59, 0
