0, 0, Header, 1, 2, 96
8, 0, Start_track
8, 0, Title_t, "Dynamic_Classical_Track8_4min_Eminor_90bpm"
8, 0, Tempo, 666667
8, 0, Time_signature, 4, 2, 24, 8
8, 192, Note_on_c, 9, 42, 85
8, 240, Note_off_c, 9, 42, 0
8, 288, Note_on_c, 9, 42, 90
8, 336, Note_off_c, 9, 42, 0
8, 384, Note_on_c, 9, 42, 95
8, 432, Note_off_c, 9, 42, 0
8, 480, Note_on_c, 9, 42, 90
8, 528, Note_off_c, 9, 42, 0
8, 576, Note_on_c, 9, 42, 85
8, 624, Note_off_c, 9, 42, 0
8, 672, Note_on_c, 9, 42, 90
8, 720, Note_off_c, 9, 42, 0
8, 768, Note_on_c, 9, 42, 95
8, 816, Note_off_c, 9, 42, 0
8, 864, Note_on_c, 9, 42, 90
8, 912, Note_off_c, 9, 42, 0
8, 960, Note_on_c, 9, 42, 85
8, 1008, Note_off_c, 9, 42, 0
8, 1056, Note_on_c, 9, 42, 90
8, 1104, Note_off_c, 9, 42, 0
8, 1152, Note_on_c, 9, 42, 95
8, 1200, Note_off_c, 9, 42, 0
8, 1248, Note_on_c, 9, 42, 90
8, 1296, Note_off_c, 9, 42, 0
8, 1344, Note_on_c, 9, 42, 85
8, 1392, Note_off_c, 9, 42, 0
8, 1440, Note_on_c, 9, 42, 90
8, 1488, Note_off_c, 9, 42, 0
8, 1536, Note_on_c, 9, 42, 95
8, 1584, Note_off_c, 9, 42, 0
8, 1632, Note_on_c, 9, 42, 90
8, 1680, Note_off_c, 9, 42, 0
8, 1728, Note_on_c, 9, 42, 85
8, 1776, Note_off_c, 9, 42, 0
8, 1824, Note_on_c, 9, 42, 90
8, 1872, Note_off_c, 9, 42, 0
8, 1920, Note_on_c, 9, 42, 95
8, 1968, Note_off_c, 9, 42, 0
8, 2016, Note_on_c, 9, 42, 90
8, 2064, Note_off_c, 9, 42, 0
8, 2112, Note_on_c, 9, 42, 85
8, 2160, Note_off_c, 9, 42, 0
8, 2304, Note_on_c, 9, 42, 85
8, 2352, Note_off_c, 9, 42, 0
8, 2400, Note_on_c, 9, 42, 90
8, 2448, Note_off_c, 9, 42, 0
8, 2496, Note_on_c, 9, 42, 95
8, 2544, Note_off_c, 9, 42, 0
8, 2592, Note_on_c, 9, 42, 90
8, 2640, Note_off_c, 9, 42, 0
8, 2688, Note_on_c, 9, 42, 85
8, 2736, Note_off_c, 9, 42, 0
8, 2784, Note_on_c, 9, 42, 90
8, 2832, Note_off_c, 9, 42, 0
8, 2880, Note_on_c, 9, 42, 95
8, 2928, Note_off_c, 9, 42, 0
8, 2976, Note_on_c, 9, 42, 90
8, 3024, Note_off_c, 9, 42, 0
8, 3072, Note_on_c, 9, 42, 85
8, 3120, Note_off_c, 9, 42, 0
8, 3168, Note_on_c, 9, 42, 90
8, 3216, Note_off_c, 9, 42, 0
8, 3264, Note_on_c, 9, 42, 95
8, 3312, Note_off_c, 9, 42, 0
8, 3360, Note_on_c, 9, 42, 90
8, 3408, Note_off_c, 9, 42, 0
8, 3456, Note_on_c, 9, 42, 85
8, 3504, Note_off_c, 9, 42, 0
8, 3552, Note_on_c, 9, 42, 90
8, 3600, Note_off_c, 9, 42, 0
8, 3648, Note_on_c, 9, 42, 95
8, 3696, Note_off_c, 9, 42, 0
8, 3744, Note_on_c, 9, 42, 90
8, 3792, Note_off_c, 9, 42, 0
8, 3840, Note_on_c, 9, 42, 85
8, 3888, Note_off_c, 9, 42, 0
8, 3936, Note_on_c, 9, 42, 90
8, 3984, Note_off_c, 9, 42, 0
8, 4032, Note_on_c, 9, 42, 95
8, 4080, Note_off_c, 9, 42, 0
8, 4128, Note_on_c, 9, 42, 90
8, 4176, Note_off_c, 9, 42, 0
8, 4224, Note_on_c, 9, 42, 85
8, 4272, Note_off_c, 9, 42, 0
8, 4320, Note_on_c, 9, 42, 90
8, 4368, Note_off_c, 9, 42, 0
8, 4416, Note_on_c, 9, 42, 95
8, 4464, Note_off_c, 9, 42, 0
8, 4512, Note_on_c, 9, 42, 90
8, 4560, Note_off_c, 9, 42, 0
8, 4608, Note_on_c, 9, 42, 85
8, 4656, Note_off_c, 9, 42, 0
8, 4704, Note_on_c, 9, 42, 90
8, 4752, Note_off_c, 9, 42, 0
8, 4800, Note_on_c, 9, 42, 95
8, 4848, Note_off_c, 9, 42, 0
8, 4896, Note_on_c, 9, 42, 90
8, 4944, Note_off_c, 9, 42, 0
8, 4992, Note_on_c, 9, 42, 85
8, 5040, Note_off_c, 9, 42, 0
8, 5088, Note_on_c, 9, 42, 90
8, 5136, Note_off_c, 9, 42, 0
8, 5184, Note_on_c, 9, 42, 95
8, 5232, Note_off_c, 9, 42, 0
8, 5280, Note_on_c, 9, 42, 90
8, 5328, Note_off_c, 9, 42, 0
8, 5376, Note_on_c, 9, 42, 85
8, 5424, Note_off_c, 9, 42, 0
8, 5472, Note_on_c, 9, 42, 90
8, 5520, Note_off_c, 9, 42, 0
8, 5568, Note_on_c, 9, 42, 95
8, 5616, Note_off_c, 9, 42, 0
8, 5664, Note_on_c, 9, 42, 90
8, 5712, Note_off_c, 9, 42, 0
8, 5760, Note_on_c, 9, 42, 85
8, 5808, Note_off_c, 9, 42, 0
8, 5856, Note_on_c, 9, 42, 90
8, 5904, Note_off_c, 9, 42, 0
8, 5952, Note_on_c, 9, 42, 95
8, 6000, Note_off_c, 9, 42, 0
8, 6048, Note_on_c, 9, 42, 90
