0, 0, Header, 1, 1, 480
1, 0, Start_track
1, 0, Title_t, "Low_Freq_DnB_4Bars"
1, 0, Tempo, 344828
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Program_c, 0, 38
1, 0, Note_on_c, 0, 36, 100
1, 120, Note_off_c, 0, 36, 0
1, 480, Note_on_c, 0, 36, 100
1, 600, Note_off_c, 0, 36, 0
1, 960, Note_on_c, 0, 36, 100
1, 1080, Note_off_c, 0, 36, 0
1, 1440, Note_on_c, 0, 36, 100
1, 1560, Note_off_c, 0, 36, 0
1, 268435936, Note_on_c, 0, 38, 90
1, 268436056, Note_off_c, 0, 38, 0
1, 268436296, Note_on_c, 0, 38, 70
1, 268436416, Note_off_c, 0, 38, 0
1, 268436896, Note_on_c, 0, 38, 90
1, 268437016, Note_off_c, 0, 38, 0
1, 536870912, Note_on_c, 0, 42, 60
1, 536870972, Note_off_c, 0, 42, 0
1, 536871032, Note_on_c, 0, 42, 80
1, 536871092, Note_off_c, 0, 42, 0
1, 536871152, Note_on_c, 0, 42, 60
1, 536871212, Note_off_c, 0, 42, 0
1, 536871272, Note_on_c, 0, 42, 80
1, 536871332, Note_off_c, 0, 42, 0
1, 536871512, Note_on_c, 0, 42, 60
1, 536871572, Note_off_c, 0, 42, 0
1, 536871632, Note_on_c, 0, 42, 80
1, 536871692, Note_off_c, 0, 42, 0
1, 536871752, Note_on_c, 0, 42, 60
1, 536871812, Note_off_c, 0, 42, 0
1, 536871992, Note_on_c, 0, 42, 80
1, 536872052, Note_off_c, 0, 42, 0
1, 536872112, Note_on_c, 0, 42, 60
1, 536872172, Note_off_c, 0, 42, 0
1, 536872232, Note_on_c, 0, 42, 80
1, 536872292, Note_off_c, 0, 42, 0
1, 536872472, Note_on_c, 0, 42, 60
1, 536872532, Note_off_c, 0, 42, 0
1, 536872592, Note_on_c, 0, 42, 80
1, 536872652, Note_off_c, 0, 42, 0
1, 536872712, Note_on_c, 0, 42, 60
1, 536872772, Note_off_c, 0, 42, 0
1, 805306368, Note_on_c, 0, 31, 80
1, 805306608, Note_off_c, 0, 31, 0
1, 805306848, Note_on_c, 0, 31, 80
1, 805307088, Note_off_c, 0, 31, 0
1, 805307328, Note_on_c, 0, 31, 80
1, 805307568, Note_off_c, 0, 31, 0
1, 805307808, Note_on_c, 0, 31, 80
1, 805308048, Note_off_c, 0, 31, 0
1, 805308288, End_track
0, 0, End_of_file
